Job_Title,Company,Location,Summary,Jobs_Description,Salary
Java Engineer (CONTRACT),Hopjump,"Cambridge, MA",The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's…,"The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
CK-270 Java Spring Boot Expert Developer,caisma-kmit,,"SAP SD Consultant, to be part of a Mobilization Team – this is a REMOTE role with minimal travel to Denmark (once per month).","The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
"IT - Java Developer I-III
new",The Cincinnati Insurance Companies,"Fairfield, OH","Lead and mentor other developers.
The software developer will also analyze and amend software errors.
Previous experience as a software developer programming in…","The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
Junior Java Developer,Deloitte,"Lake Mary, FL","Assists with the management, development, testing and maintenance of computer programs to ensure that the application meets the needs of the users of the system…","The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
JAVA DEVELOPER,VNC Systems,"Arlington, VA",Minimum 3 years’ Experience with object-oriented programming or an entire software development life cycle in an academic or professional environment.,"The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.","$75,000 - $85,000 a year"
Full Stack Java Developer,Open Systems Technologies Corporation,"Clarksburg, WV 26301","We will consider entry, mid and senior level developers.
You must have some current experience (1+ years preferred) as a web Java/J2EE developer.","The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
Javascript/Java Developer (Contract),Broadridge,"Edgewood, NY 11717","Experience with object oriented concepts and exposure to Java programming language.
The successful candidate will be responsible for but not limited to:","The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
Java Developer,SWIFT,"Manassas, VA","As part of the Tooling Tribe developers you can expect:
This job is for a team within the Tooling Services Organization within SWIFT which is responsible for…","The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
SR. JAVA DEVELOPER,CapB InfoteK,"Stamford, CT 06906 (Glenbrook area)","Ability to lead a team of developers Ability to provide solutions for technical problems.
For our growing needs we need consultants who can work with us on…","The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
Java Services Developer,Kroger General Office,"Cincinnati, OH 45202 (Central Business District area)",Java/Kotlin programming experience•Excellent communication skills•Ability to understand complex business rules•Operational support in a large-scale environment.,"The Platform Engineering team's mission is to deliver internal software solutions that drive revenue and improve the traveler experience provided by Hopjump's externally-facing products. All members of this team take ownership and provide technical leadership across all of the internal software platforms and tools that power our traveler-facing applications. Ultimately, an ideal candidate will be able to align platform engineering activities with business objectives to ensure consistent and predictable delivery of valuable internal software solutions.

Job Function:

Assist in-house engineering team to better understand, migrate and integrate newly acquired codebases into our infrastructure
Assist in-house engineering team to meet operational deadlines to ensure there is ZERO disruption of service from a site or email delivery perspective
Documentation (writing/editing)
Code reviews
Requirements gathering
Effort estimation

Nice to have:

Experience with the technologies commonly used in our environments, including:
Spring Boot, JUnit, Kubernetes, Jenkins, Redis, Apache Kafka, MySQL, PostgreSQL, Amazon Redshift, InfluxDB, uWSGI, Akamai Media Delivery and Airflow
Experience with JavaScript/TypeScript/React

Must Haves:

Experience with: Java, Python
Version control experience (e.g Git, SVN, Mercurial)
Level of education: Either a minimum of a Bachelor's in Computer Science/Software Engineering/Robotics/Something-involving-programming OR lots of work experience demonstrating competency in the field (5+ years)
Work experience: 3-7 years of relevant experience
Willingness to work in Java and Python.
The ability to plan out a process and execute on it on a daily basis with an emphasis on achieving measurable results
Linux/UNIX fluency (look for ""bash"", ""sysadmin"")

A successful engineer on the Platform Team at Hopjump will:

Build cloud-based (AWS) micro-services – primarily in Java and Python
Implement well-defined features with good test coverage and peer reviews.
Be ready & able to use Java and Python on a daily basis!
Strike a balance between pragmatic, timely short-term solutions and technical debt avoidance.

Things You'll Like About Hopjump:

We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.",
